Accession,Release_Date,Species,Length,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT772564,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,4/8/2020
MT772565,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,4/9/2020
MT772566,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,4/13/2020
MT772567,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/13/2020
MT772568,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/15/2020
MT772569,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/21/2020
MT772570,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/26/2020
MT772571,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/27/2020
MT772572,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/27/2020
MT772573,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/27/2020
MT772574,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/27/2020
MT772575,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/27/2020
MT772576,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,4/28/2020
MT772577,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Washington county",WI,Homo sapiens,oronasopharynx,5/1/2020
MT772578,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,5/1/2020
MT772579,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,oronasopharynx,5/1/2020
MT772580,2020-07-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Waukesha county",WI,Homo sapiens,oronasopharynx,5/1/2020
MT766907,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Arkansas, Little Rock",AR,Homo sapiens,oronasopharynx,4/1/2020
MT766908,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Arkansas, Little Rock",AR,Homo sapiens,oronasopharynx,4/1/2020
MT772085,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/15/2020
MT772086,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/14/2020
MT772087,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/15/2020
MT772088,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/21/2020
MT772089,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/21/2020
MT772090,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/21/2020
MT772091,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,"USA: Wisconsin, Dane county",WI,Homo sapiens,oronasopharynx,3/21/2020
MT764166,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA,,Homo sapiens,,5/12/2020
MT764167,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,5/12/2020
MT764168,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA,,Homo sapiens,,5/13/2020
MT764169,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,5/13/2020
MT764170,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,5/13/2020
MT764171,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA,,Homo sapiens,,5/14/2020
MT764172,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/6/2020
MT764173,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/7/2020
MT764174,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/10/2020
MT764175,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/18/2020
MT764176,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/25/2020
MT764177,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29787,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/25/2020
MT764178,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/26/2020
MT764179,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,"USA: South Carolina, Berkeley",SC,Homo sapiens,oronasopharynx,3/27/2020
MT764180,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,"USA: South Carolina, Richland",SC,Homo sapiens,oronasopharynx,4/17/2020
MT764181,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,"USA: South Carolina, Richland",SC,Homo sapiens,oronasopharynx,4/17/2020
MT764182,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,"USA: South Carolina, Richland",SC,Homo sapiens,oronasopharynx,4/24/2020
MT764183,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,"USA: South Carolina, Richland",SC,Homo sapiens,oronasopharynx,4/24/2020
MT764184,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,"USA: South Carolina, Richland",SC,Homo sapiens,oronasopharynx,4/24/2020
MT764185,2020-07-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,"USA: South Carolina, Fairfield",SC,Homo sapiens,oronasopharynx,5/4/2020
MT755581,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA,,Homo sapiens,,5/11/2020
MT755582,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,5/11/2020
MT755583,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA,,Homo sapiens,,5/11/2020
MT755584,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA,,Homo sapiens,,5/12/2020
MT755585,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA,,Homo sapiens,,5/12/2020
MT755586,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA,,Homo sapiens,,5/11/2020
MT755587,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA,,Homo sapiens,,4/23/2020
MT755588,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA,,Homo sapiens,,4/24/2020
MT755589,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA,,Homo sapiens,,4/24/2020
MT755590,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,,Homo sapiens,,4/23/2020
MT755591,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA,,Homo sapiens,,4/24/2020
MT755592,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA,,Homo sapiens,,4/24/2020
MT755593,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,4/24/2020
MT755594,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,4/24/2020
MT755595,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,4/25/2020
MT755596,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA,,Homo sapiens,,4/25/2020
MT755597,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA,,Homo sapiens,,4/25/2020
MT755598,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA,,Homo sapiens,,4/25/2020
MT755599,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,4/24/2020
MT755600,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA,,Homo sapiens,,4/24/2020
MT755601,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA,,Homo sapiens,,4/25/2020
MT755602,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,4/24/2020
MT757003,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29755,USA: FL,FL,Homo sapiens,,3/17/2020
MT757004,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29655,USA: FL,FL,Homo sapiens,,3/17/2020
MT757005,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,USA: FL,FL,Homo sapiens,,3/17/2020
MT757006,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29780,USA: FL,FL,Homo sapiens,,3/17/2020
MT757007,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29245,USA: FL,FL,Homo sapiens,,3/17/2020
MT757008,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29760,USA: FL,FL,Homo sapiens,,3/17/2020
MT757009,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29684,USA: FL,FL,Homo sapiens,,3/17/2020
MT757010,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29746,USA: FL,FL,Homo sapiens,,3/17/2020
MT757011,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29773,USA: FL,FL,Homo sapiens,,3/18/2020
MT757012,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: FL,FL,Homo sapiens,,4/13/2020
MT757013,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: FL,FL,Homo sapiens,,4/13/2020
MT757014,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: FL,FL,Homo sapiens,,4/14/2020
MT757015,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: FL,FL,Homo sapiens,,4/14/2020
MT757016,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: FL,FL,Homo sapiens,,4/14/2020
MT757017,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29769,USA: FL,FL,Homo sapiens,,4/14/2020
MT757018,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: FL,FL,Homo sapiens,,4/14/2020
MT757019,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: FL,FL,Homo sapiens,,4/14/2020
MT757020,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: FL,FL,Homo sapiens,,4/14/2020
MT757021,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: FL,FL,Homo sapiens,,4/14/2020
MT757022,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: FL,FL,Homo sapiens,,4/14/2020
MT757023,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29727,USA: FL,FL,Homo sapiens,,4/14/2020
MT757024,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: FL,FL,Homo sapiens,,4/14/2020
MT757025,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: FL,FL,Homo sapiens,,4/14/2020
MT757026,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: FL,FL,Homo sapiens,,4/16/2020
MT757027,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: FL,FL,Homo sapiens,,4/14/2020
MT757028,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: FL,FL,Homo sapiens,,4/15/2020
MT757029,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: FL,FL,Homo sapiens,,4/15/2020
MT757030,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: FL,FL,Homo sapiens,,4/15/2020
MT757031,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: FL,FL,Homo sapiens,,4/15/2020
MT757032,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: FL,FL,Homo sapiens,,4/15/2020
MT757033,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: FL,FL,Homo sapiens,,4/15/2020
MT757034,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29760,USA: FL,FL,Homo sapiens,,4/15/2020
MT757035,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: FL,FL,Homo sapiens,,4/15/2020
MT757036,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,USA: FL,FL,Homo sapiens,,4/16/2020
MT757037,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: FL,FL,Homo sapiens,,4/16/2020
MT757038,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: FL,FL,Homo sapiens,,4/16/2020
MT757039,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: FL,FL,Homo sapiens,,4/16/2020
MT757040,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA: FL,FL,Homo sapiens,,4/16/2020
MT757041,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: FL,FL,Homo sapiens,,4/16/2020
MT757042,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: FL,FL,Homo sapiens,,4/16/2020
MT757043,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: FL,FL,Homo sapiens,,4/16/2020
MT757044,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: FL,FL,Homo sapiens,,4/16/2020
MT757045,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: FL,FL,Homo sapiens,,4/16/2020
MT757046,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: FL,FL,Homo sapiens,,4/17/2020
MT757047,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: FL,FL,Homo sapiens,,4/17/2020
MT757048,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: FL,FL,Homo sapiens,,4/17/2020
MT757049,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: FL,FL,Homo sapiens,,4/17/2020
MT757050,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: FL,FL,Homo sapiens,,4/17/2020
MT757051,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,USA: FL,FL,Homo sapiens,,4/18/2020
MT757052,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: FL,FL,Homo sapiens,,4/18/2020
MT757053,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: FL,FL,Homo sapiens,,4/18/2020
MT757054,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: FL,FL,Homo sapiens,,4/20/2020
MT757055,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: FL,FL,Homo sapiens,,4/21/2020
MT757056,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: FL,FL,Homo sapiens,,4/21/2020
MT757057,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: FL,FL,Homo sapiens,,4/21/2020
MT757058,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: FL,FL,Homo sapiens,,4/21/2020
MT757059,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: FL,FL,Homo sapiens,,4/21/2020
MT757060,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: FL,FL,Homo sapiens,,4/21/2020
MT757061,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: FL,FL,Homo sapiens,,4/21/2020
MT757062,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: FL,FL,Homo sapiens,,4/22/2020
MT757063,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: FL,FL,Homo sapiens,,4/23/2020
MT757064,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,USA: FL,FL,Homo sapiens,,4/23/2020
MT757065,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29449,USA: FL,FL,Homo sapiens,,4/23/2020
MT757066,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: FL,FL,Homo sapiens,,4/23/2020
MT757067,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: FL,FL,Homo sapiens,,4/23/2020
MT757068,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: FL,FL,Homo sapiens,,4/23/2020
MT757069,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: FL,FL,Homo sapiens,,4/23/2020
MT757070,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: FL,FL,Homo sapiens,,4/23/2020
MT757071,2020-07-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: FL,FL,Homo sapiens,,4/24/2020
